"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Tolo Harbour and Channel","TM3","2020-10-16","1","Middle Water","1.5","5.9","8.1","27.7","2.4","27.1","1.2","0.14"
"Tolo Harbour and Channel","TM3","2020-10-16","1","Bottom Water","1.9","3.8","7.9","31","2.6","28","2.1","0.14"
"Tolo Harbour and Channel","TM3","2020-11-13","1","Surface Water","7.6","8","8.2","30.8","3","24.6","21","0.02"
"Tolo Harbour and Channel","TM3","2020-11-13","1","Middle Water","9.4","9","8.1","31.3","2.8","24.7","20","0.01"
"Tolo Harbour and Channel","TM3","2020-11-13","1","Bottom Water","6.5","4.7","7.8","32.8","2.7","25.4","17","0.01"
"Tolo Harbour and Channel","TM3","2020-12-10","1","Surface Water","6.5","6.5","7.7","32.1","3.5","21.8","1.4","0.16"
"Tolo Harbour and Channel","TM3","2020-12-10","1","Middle Water","8.3","6.4","7.8","32.3","3.1","21.7","1.9","0.12"
"Tolo Harbour and Channel","TM3","2020-12-10","1","Bottom Water","<0.2","6.2","7.7","32.5","2.9","21.6","2","0.15"
"Tolo Harbour and Channel","TM3","2021-01-27","1","Surface Water","1.3","5.6","8","31.3","3.8","18.9","<0.5","0.06"
"Tolo Harbour and Channel","TM3","2021-01-27","1","Middle Water","6.1","5.8","8","31.3","2.3","18.8","0.6","0.07"
"Tolo Harbour and Channel","TM3","2021-01-27","1","Bottom Water","4.5","6.1","7.9","31.5","3.2","18","<0.5","0.08"
"Tolo Harbour and Channel","TM3","2021-02-04","1","Surface Water","8","5.5","7.8","31","4.2","20.2","9.1","0.06"
"Tolo Harbour and Channel","TM3","2021-02-04","1","Middle Water","7","5.7","7.8","31.4","2.6","19.2","8.8","0.05"
"Tolo Harbour and Channel","TM3","2021-02-04","1","Bottom Water","5.4","5.9","7.8","31.5","2.2","18.6","3.3","0.04"
"Tolo Harbour and Channel","TM3","2021-03-17","1","Surface Water","9.6","5.3","8","30.5","4.5","24.3","2.3","0.22"
"Tolo Harbour and Channel","TM3","2021-03-17","1","Middle Water","9.5","5.7","7.9","31.1","2.6","22.9","1.8","0.15"
"Tolo Harbour and Channel","TM3","2021-03-17","1","Bottom Water","7.1","6.3","7.8","31.7","2.5","21.2","1.4","0.1"
"Tolo Harbour and Channel","TM3","2021-04-23","1","Surface Water","2","4.6","7.6","31.9","3","25.8","1.2","0.19"
"Tolo Harbour and Channel","TM3","2021-04-23","1","Middle Water","2.8","4.6","7.6","32.5","2.5","24.8","1.3","0.13"
"Tolo Harbour and Channel","TM3","2021-04-23","1","Bottom Water","2.9","4.6","7.5","33","2.7","23.8","1.4","0.08"
"Tolo Harbour and Channel","TM3","2021-05-21","1","Surface Water","6.1","6.8","7.5","32.9","4.8","28.8","1.3","0.04"
"Tolo Harbour and Channel","TM3","2021-05-21","1","Middle Water","6","4.7","7.5","33.1","2.8","28.4","1.5","0.04"
"Tolo Harbour and Channel","TM3","2021-05-21","1","Bottom Water","5.7","4.5","7.4","33.6","3.1","26.9","1.9","0.04"
"Tolo Harbour and Channel","TM3","2021-06-03","1","Surface Water","4.5","4.9","7.6","32.4","3.3","28.2","0.9","0.05"
"Tolo Harbour and Channel","TM3","2021-06-03","1","Middle Water","2.8","5.2","7.6","33","2.8","27.7","1.3","0.04"
"Tolo Harbour and Channel","TM3","2021-06-03","1","Bottom Water","2.8","5.3","7.5","33.5","3.1","26.9","1.9","0.05"
"Tolo Harbour and Channel","TM3","2021-07-16","1","Surface Water","5.2","4.2","7.5","31.7","3.4","32.1","1.4","0.07"
"Tolo Harbour and Channel","TM3","2021-07-16","1","Middle Water","4","4.3","7.5","32","2.6","32.2","2","0.04"
"Tolo Harbour and Channel","TM3","2021-07-16","1","Bottom Water","3.7","4.5","7.3","32.9","2.5","29.3","1.8","0.05"
"Tolo Harbour and Channel","TM3","2021-08-20","1","Surface Water","4.1","4.2","7.6","29.8","4.2","30.4","13","0.02"
"Tolo Harbour and Channel","TM3","2021-08-20","1","Middle Water","2.7","4.6","7.4","31.8","2.9","28.8","2.2","0.03"
"Tolo Harbour and Channel","TM3","2021-08-20","1","Bottom Water","6.4","4.8","7.1","33.8","5","26","4","0.05"
"Tolo Harbour and Channel","TM3","2021-09-16","1","Surface Water","6.4","5.6","8","32.5","8.7","30.4","2.6","0.05"
"Tolo Harbour and Channel","TM3","2021-09-16","1","Middle Water","6.9","3.9","8","32.6","0.5","30","2.1","0.05"
"Tolo Harbour and Channel","TM3","2021-09-16","1","Bottom Water","5.3","4","7.8","33.4","4.5","28.1","3.8","0.09"
"Tolo Harbour and Channel","TM3","2021-10-18","1","Surface Water","9.2","5.6","8.1","23.1","8.5","26.6","2.1","0.14"
"Tolo Harbour and Channel","TM3","2021-10-18","1","Middle Water","8","6.9","7.9","27.3","5.2","27.7","8.3","0.14"
"Tolo Harbour and Channel","TM3","2021-10-18","1","Bottom Water","6.3","6.1","7.8","29.5","4.9","27.7","1.1","0.13"
"Tolo Harbour and Channel","TM3","2021-11-11","1","Surface Water","4.4","5.9","7.6","30.9","7.2","24.2","2.9","0.11"
"Tolo Harbour and Channel","TM3","2021-11-11","1","Middle Water","5.9","5.1","7.5","31.2","6.1","24.9","13","0.11"
"Tolo Harbour and Channel","TM3","2021-11-11","1","Bottom Water","6.9","3.3","7.5","32.6","5.9","25.8","2","0.11"
"Tolo Harbour and Channel","TM3","2021-12-15","1","Surface Water","6.2","5.9","7.7","32.6","7.7","21.8","11","0.06"
"Tolo Harbour and Channel","TM3","2021-12-15","1","Middle Water","5.8","7.5","7.7","32.6","5.4","21.8","1.9","0.04"
"Tolo Harbour and Channel","TM3","2021-12-15","1","Bottom Water","5.5","7.3","7.7","33","5.7","21.4","14","0.03"
"Tolo Harbour and Channel","TM3","2022-01-20","1","Surface Water","6.8","6.5","7.7","32.9","8.8","19.3","3.2","0.03"
"Tolo Harbour and Channel","TM3","2022-01-20","1","Middle Water","8.1","6.7","7.7","33","5.4","19.2","4.5","0.04"
"Tolo Harbour and Channel","TM3","2022-01-20","1","Bottom Water","7.6","6.4","7.7","33.5","5.8","19.3","3.4","0.04"
"Tolo Harbour and Channel","TM3","2022-02-10","1","Surface Water","6.8","7","7.4","32.9","8.3","17.6","4.8","0.04"
"Tolo Harbour and Channel","TM3","2022-02-10","1","Middle Water","7","6.9","7.4","33","5.6","17.8","2.7","0.03"
"Tolo Harbour and Channel","TM3","2022-02-10","1","Bottom Water","6","6.9","7.4","33.2","6","17.9","3.2","0.04"
"Tolo Harbour and Channel","TM3","2022-03-28","1","Surface Water","9","6.2","7.6","30.5","8.5","21.8","3.7","0.11"
"Tolo Harbour and Channel","TM3","2022-03-28","1","Middle Water","8","6.4","7.6","31.1","5.3","22","2.8","0.07"
"Tolo Harbour and Channel","TM3","2022-03-28","1","Bottom Water","8.6","5.8","7.5","31.5","4.8","21.7","2.9","0.08"
"Tolo Harbour and Channel","TM3","2022-04-27","1","Surface Water","3.3","5.5","8.4","31.2","6.1","26.4","4.6","0.05"
"Tolo Harbour and Channel","TM3","2022-04-27","1","Middle Water","2","5.8","8.4","31.3","5.9","26.2","4","0.05"
"Tolo Harbour and Channel","TM3","2022-04-27","1","Bottom Water","2.4","5.7","8.3","32.3","6","22.3","2.6","0.05"
"Tolo Harbour and Channel","TM3","2022-05-13","1","Surface Water","1.8","5.4","8.1","21.4","13.9","25.3","16","0.62"
"Tolo Harbour and Channel","TM3","2022-05-13","1","Middle Water","1","5.1","8.1","28.8","6.2","25.5","4.5","0.13"
"Tolo Harbour and Channel","TM3","2022-05-13","1","Bottom Water","0.7","4.5","7.8","32.1","6.2","24.5","5","0.12"
"Tolo Harbour and Channel","TM3","2022-06-09","1","Surface Water","1.1","6.2","7.9","18.1","12.8","26.2","13","0.55"
"Tolo Harbour and Channel","TM3","2022-06-09","1","Middle Water","1.1","5.5","7.8","28.6","6.6","26.7","5.6","0.27"
"Tolo Harbour and Channel","TM3","2022-06-09","1","Bottom Water","0.5","4.2","7.6","32.4","7.2","24.9","8.8","0.32"
"Tolo Harbour and Channel","TM3","2022-07-21","1","Surface Water","3.2","5.9","8.1","28.5","10.2","31.1","10","0.1"
"Tolo Harbour and Channel","TM3","2022-07-21","1","Middle Water","3.4","5.3","8.1","29.4","6.6","30.4","3.4","0.06"
"Tolo Harbour and Channel","TM3","2022-07-21","1","Bottom Water","3.1","5.9","7.7","32.8","6.9","26.8","4.7","0.1"
"Tolo Harbour and Channel","TM3","2022-08-17","1","Surface Water","5.8","6.5","8.1","24.6","8.4","31.2","3.4","0.04"
"Tolo Harbour and Channel","TM3","2022-08-17","1","Middle Water","6.4","5.9","8.1","25.2","6.2","30.8","3.6","0.04"
"Tolo Harbour and Channel","TM3","2022-08-17","1","Bottom Water","6.1","6.1","8","27.9","6.4","29.6","2","0.04"
"Tolo Harbour and Channel","TM3","2022-09-19","1","Surface Water","7.3","5.2","7.4","30.9","10","30.1","2.3","0.1"
"Tolo Harbour and Channel","TM3","2022-09-19","1","Middle Water","7.7","5.7","7.3","31.6","7.7","29.2","3.2","0.07"
"Tolo Harbour and Channel","TM3","2022-09-19","1","Bottom Water","4.7","3.4","7.2","32.1","6.7","28.2","2.7","0.09"
"Tolo Harbour and Channel","TM3","2022-10-20","1","Surface Water","8.1","5.5","8.2","31.4","4.1","25.5","2.6","0.05"
"Tolo Harbour and Channel","TM3","2022-10-20","1","Middle Water","9.5","5.9","8.2","31.4","4.1","25.5","2.4","0.06"
"Tolo Harbour and Channel","TM3","2022-10-20","1","Bottom Water","9.7","6.5","8.2","31.5","4.1","25.5","2.5","0.04"
"Tolo Harbour and Channel","TM3","2022-11-16","1","Surface Water","5.6","6.6","7.5","31.1","0.1","24.6","1.9","0.05"
"Tolo Harbour and Channel","TM3","2022-11-16","1","Middle Water","6.6","7.8","7.5","31.2","7.5","24.6","1.8","0.05"
"Tolo Harbour and Channel","TM3","2022-11-16","1","Bottom Water","5","4.7","7.2","32.8","7.2","24.3","1.8","0.07"
"Tolo Harbour and Channel","TM3","2022-12-14","1","Surface Water","11","6.2","7.4","32","3.4","19.4","5.8","0.06"
"Tolo Harbour and Channel","TM3","2022-12-14","1","Middle Water","7.1","6.8","7.5","32.4","3.9","20.2","4.9","0.05"
"Tolo Harbour and Channel","TM3","2022-12-14","1","Bottom Water","11","6.9","7.5","32.4","5.7","20.3","9.6","0.05"
"Tolo Harbour and Channel","TM4","1986-01-08","1","Surface Water","50","11.2","8.6","32.5","4.1","15.8","8.5","0.02"
"Tolo Harbour and Channel","TM4","1986-01-08","1","Middle Water","22","10.5","8.6","32.6","3.6","15.8","4.5","0.01"
"Tolo Harbour and Channel","TM4","1986-01-08","1","Bottom Water","19","9.2","8.4","32.8","2.6","15.7","7","0.04"
"Tolo Harbour and Channel","TM4","1986-01-22","1","Surface Water","8.2","9.3","8.7","32.6","2.8","17.9","2","0.03"
"Tolo Harbour and Channel","TM4","1986-01-22","1","Middle Water","5.7","8.6","8.7","32.7","2.3","17.6","3","0.03"
"Tolo Harbour and Channel","TM4","1986-01-22","1","Bottom Water","2.5","5.9","8.7","32.8","1.7","17.1","2.5","0.04"
"Tolo Harbour and Channel","TM4","1986-02-05","1","Surface Water","8.8","7.2","8.1","32.6","8.8","16.5","4","0.21"
"Tolo Harbour and Channel","TM4","1986-02-05","1","Middle Water","8.8","6.9","8.1","32.6","7","16.5","3.5","0.19"
"Tolo Harbour and Channel","TM4","1986-02-05","1","Bottom Water","3.1","5.7","8","32.8","4.2","16.8","3.5","0.23"
"Tolo Harbour and Channel","TM4","1986-02-19","1","Surface Water","13","7","8.2","32.2","2.6","16.3","4","0.19"
"Tolo Harbour and Channel","TM4","1986-02-19","1","Middle Water","11","6.4","8.2","31.8","3.5","16.1","3","0.13"
"Tolo Harbour and Channel","TM4","1986-02-19","1","Bottom Water","7.6","5.4","8.2","32.6","3.3","15.9","3.5","0.12"
"Tolo Harbour and Channel","TM4","1986-03-05","1","Surface Water","4.8","11.1","8.4","31.3","1.5","14.6","1.5","0.23"
"Tolo Harbour and Channel","TM4","1986-03-05","1","Middle Water","1.3","8.8","8.3","32.3","1.7","14.2","2","0.06"
"Tolo Harbour and Channel","TM4","1986-03-05","1","Bottom Water","1.1","7.7","8.2","32.9","1.1","14","2","0.09"
"Tolo Harbour and Channel","TM4","1986-03-19","1","Surface Water","2.1","6.7","8.4","32.1","1.4","17.7","1","0.23"
"Tolo Harbour and Channel","TM4","1986-03-19","1","Middle Water","<0.2","6.3","8.4","32.2","1.2","17.1","1","0.23"
"Tolo Harbour and Channel","TM4","1986-03-19","1","Bottom Water","1.3","5.3","8.4","32.8","1.1","16","1.5","0.12"
"Tolo Harbour and Channel","TM4","1986-04-02","1","Surface Water","18","6.9","8.1","31.7","4.5","17.1","2.5","0.45"
"Tolo Harbour and Channel","TM4","1986-04-02","1","Middle Water","3.4","5.1","8","32.2","2.9","16.9","2.5","0.36"
"Tolo Harbour and Channel","TM4","1986-04-02","1","Bottom Water","2.5","4.3","8","32.5","3.6","16.4","3","0.26"
"Tolo Harbour and Channel","TM4","1986-04-16","1","Surface Water","18","7.9","8.3","31.9","2.1","19.8","5","0.07"
"Tolo Harbour and Channel","TM4","1986-04-16","1","Middle Water","8.7","7.7","8.3","32.2","1.9","19.6","3","0.06"
"Tolo Harbour and Channel","TM4","1986-04-16","1","Bottom Water","3.2","7.2","8.3","32.3","3.3","19.5","3","0.08"
"Tolo Harbour and Channel","TM4","1986-04-30","1","Surface Water","15","10.3","8.5","31.2","5.8","22.9","3.5","0.02"
"Tolo Harbour and Channel","TM4","1986-04-30","1","Middle Water","11","9.8","8.5","30.9","5.2","22.9","3","0.01"
"Tolo Harbour and Channel","TM4","1986-04-30","1","Bottom Water","1.3","2.3","8","31.9","2.1","20.2","<0.5","0.01"
"Tolo Harbour and Channel","TM4","1986-05-14","1","Surface Water","25","7.6","8.5","26.3","5.9","26.9","8","0.05"
"Tolo Harbour and Channel","TM4","1986-05-14","1","Middle Water","0.6","2.2","7.8","32.1","2.6","23","3","0.15"
"Tolo Harbour and Channel","TM4","1986-05-14","1","Bottom Water","<0.2","0.4","7.7","32.4","10","21.6","2.5","0.35"
"Tolo Harbour and Channel","TM4","1986-05-28","1","Surface Water","19","10.8","8.7","29.6","3.3","28.6","3","0.01"
"Tolo Harbour and Channel","TM4","1986-05-28","1","Middle Water","15","5.7","8.3","30.9","3.3","25.9","5","0.03"
"Tolo Harbour and Channel","TM4","1986-05-28","1","Bottom Water","1.5","3.5","8.1","32.5","2.2","24.4","3","0.07"
"Tolo Harbour and Channel","TM4","1986-06-10","1","Surface Water","3","7.1","8.5","27.5","2.7","26.4","3","0.01"
"Tolo Harbour and Channel","TM4","1986-06-10","1","Middle Water","2","2.6","8.1","29.5","1.8","26.2","2","0.06"
"Tolo Harbour and Channel","TM4","1986-06-10","1","Bottom Water","1","2.1","7.9","31.5","1.3","25.7","1","0.1"
"Tolo Harbour and Channel","TM4","1986-06-25","1","Surface Water","39","8.1","8.3","30.2","3.7","28.9","2.5","0.12"
"Tolo Harbour and Channel","TM4","1986-06-25","1","Middle Water","18","6.8","8.2","30.8","2.4","29","2","0.03"
"Tolo Harbour and Channel","TM4","1986-06-25","1","Bottom Water","5.1","5.3","8","31.5","1.9","28.5","1","0.06"
"Tolo Harbour and Channel","TM4","1986-07-09","1","Surface Water","4.6","7.3","8.4","30.4","1.9","29.8","1.5","0.09"
"Tolo Harbour and Channel","TM4","1986-07-09","1","Middle Water","2.9","1.5","8","31.8","3.9","26.8","3","0.15"
"Tolo Harbour and Channel","TM4","1986-07-09","1","Bottom Water","13","0.6","8.3","33.4","2.5","23","2.5","0.06"
"Tolo Harbour and Channel","TM4","1986-07-23","1","Surface Water","29","8.4","8.4","28.4","2.9","28.7","3.5","0.04"
"Tolo Harbour and Channel","TM4","1986-07-23","1","Middle Water","4","6.5","8.3","29.5","2.2","27.8","2","0.02"
"Tolo Harbour and Channel","TM4","1986-07-23","1","Bottom Water","1.7","4.6","8.1","29.7","1.4","27.4","1.5","0.11"
"Tolo Harbour and Channel","TM4","1986-08-06","1","Surface Water","7.8","16","8.8","29.9","2.8","31.4","5","0.01"
"Tolo Harbour and Channel","TM4","1986-08-06","1","Middle Water","5.7","7.6","8.6","27.9","1.5","29.8","2.5","0.01"
"Tolo Harbour and Channel","TM4","1986-08-06","1","Bottom Water","0.8","1.9","8.1","31.2","2.4","27.4","1.5","0.13"
"Tolo Harbour and Channel","TM4","1986-08-22","1","Surface Water","1.7","5.5","8.3","26","3.3","29.4","2.5","0.2"
"Tolo Harbour and Channel","TM4","1986-08-22","1","Middle Water","0.8","4.3","8.2","27.3","2.3","29.4","1.5","0.11"
"Tolo Harbour and Channel","TM4","1986-08-22","1","Bottom Water","<0.2","3.5","8.1","28.6","4.1","29","3","0.13"
"Tolo Harbour and Channel","TM4","1986-09-03","1","Surface Water","8.9","10.8","8.6","31.5","3.5","30","2","0.08"
"Tolo Harbour and Channel","TM4","1986-09-03","1","Middle Water","4.6","2.2","8.3","32","2.2","28.4","4.5","0.03"
"Tolo Harbour and Channel","TM4","1986-09-03","1","Bottom Water","1","1.6","8.1","33.5","1.5","27.5","1","0.08"
"Tolo Harbour and Channel","TM4","1986-09-17","1","Surface Water","1.9","8.3","8.3","29.8","3.2","29.6","1.5","0.04"
"Tolo Harbour and Channel","TM4","1986-09-17","1","Middle Water","3.2","5.5","8.2","30.9","2.6","29.5","1","0.08"
"Tolo Harbour and Channel","TM4","1986-09-17","1","Bottom Water","1.5","0.2","8","31.8","1.8","28.7","1.5","0.07"
"Tolo Harbour and Channel","TM4","1986-10-01","1","Surface Water","9","7.2","8.5","31.3","2.8","27.4","2.5","0.02"
"Tolo Harbour and Channel","TM4","1986-10-01","1","Middle Water","13","6.9","8.4","31.4","2.1","27.3","2","0.01"
"Tolo Harbour and Channel","TM4","1986-10-01","1","Bottom Water","12","1.5","8.5","31.3","2.1","27.7","2","0.01"
"Tolo Harbour and Channel","TM4","1986-10-15","1","Surface Water","13","8.9","8.5","32","2.2","27.4","<0.5","0.03"
"Tolo Harbour and Channel","TM4","1986-10-15","1","Middle Water","12","2.6","8.3","32.3","2.6","27.2","<0.5","0.04"
"Tolo Harbour and Channel","TM4","1986-10-15","1","Bottom Water","3.2","3.1","8.3","32.5","2.5","26.8","0.5","0.1"
"Tolo Harbour and Channel","TM4","1986-10-29","1","Surface Water","5.3","5.5","8.1","31.9","1.6","25.1","<0.5","0.14"
"Tolo Harbour and Channel","TM4","1986-10-29","1","Middle Water","6.7","5.4","8.1","31.9","2.5","25.1","2","0.17"
"Tolo Harbour and Channel","TM4","1986-10-29","1","Bottom Water","4.4","5.3","8.1","32.1","3.1","25.2","2","0.17"
"Tolo Harbour and Channel","TM4","1986-11-12","1","Surface Water","10","7.2","8.4","32.2","1.9","22.7","2","0.15"
"Tolo Harbour and Channel","TM4","1986-11-12","1","Middle Water","9.7","7.2","8.4","31.9","1.7","22.7","2","0.15"
"Tolo Harbour and Channel","TM4","1986-11-12","1","Bottom Water","9.2","4.6","8.4","32.2","1.7","23.5","1.5","0.12"
"Tolo Harbour and Channel","TM4","1986-11-26","1","Surface Water","15","7.2","8.3","31.9","5.8","21.6","2","0.13"
"Tolo Harbour and Channel","TM4","1986-11-26","1","Middle Water","22","7.2","8.3","31.9","5.4","21.6","2","0.1"
"Tolo Harbour and Channel","TM4","1986-11-26","1","Bottom Water","23","6.8","8.3","31.8","5.5","21.6","2","0.13"
"Tolo Harbour and Channel","TM4","1986-12-10","1","Surface Water","42","9.8","8.6","31.3","3.4","18.7","2.5","0.11"
"Tolo Harbour and Channel","TM4","1986-12-10","1","Middle Water","50","9.6","8.6","31.3","3.3","18.6","3.5","0.08"
"Tolo Harbour and Channel","TM4","1986-12-10","1","Bottom Water","4.8","4.2","8.3","32.4","1.6","19.9","4","0.1"
"Tolo Harbour and Channel","TM4","1986-12-23","1","Surface Water","25","8.5","8.4","31.2","6","18.3","3","0.57"
"Tolo Harbour and Channel","TM4","1986-12-23","1","Middle Water","12","7.8","8.4","31.7","3.5","18.2","4","0.29"
"Tolo Harbour and Channel","TM4","1986-12-23","1","Bottom Water","11","5.6","8.3","31.6","3.6","18.5","3","0.24"
"Tolo Harbour and Channel","TM4","1987-01-07","1","Surface Water","130","13.3","8.7","29.6","5.5","19.4","9.5","0.09"
"Tolo Harbour and Channel","TM4","1987-01-07","1","Middle Water","70","8.7","8.5","30.9","4.2","18.6","4.5","0.06"
"Tolo Harbour and Channel","TM4","1987-01-07","1","Bottom Water","40","5.8","8.4","30.9","5.6","18.7","4.5","0.32"
"Tolo Harbour and Channel","TM4","1987-01-21","1","Surface Water","3.8","5.9","8.3","30.7","2.3","17.9","1.5","0.57"
"Tolo Harbour and Channel","TM4","1987-01-21","1","Middle Water","2.3","5.3","8.2","30.9","1.8","18.1","1.5","0.37"
"Tolo Harbour and Channel","TM4","1987-01-21","1","Bottom Water","1.3","4.8","8.2","31.1","1.4","18.4","1","0.3"
"Tolo Harbour and Channel","TM4","1987-02-04","1","Surface Water","1.3","8.7","8.2","30.7","1.7","17.2","1.5","0.13"
"Tolo Harbour and Channel","TM4","1987-02-04","1","Middle Water","3.6","8.7","8.2","31.1","1.7","17.2","1.5","0.1"
"Tolo Harbour and Channel","TM4","1987-02-04","1","Bottom Water","2.9","8.7","8.2","31.1","1.2","17.2","1","0.07"
"Tolo Harbour and Channel","TM4","1987-02-17","1","Surface Water","3.6","8.8","8.6","30.7","5.1","20.1","1.5","0.38"
"Tolo Harbour and Channel","TM4","1987-02-17","1","Middle Water","2.9","7.8","8.5","30.8","3.1","20","1","0.27"
"Tolo Harbour and Channel","TM4","1987-02-17","1","Bottom Water","2.9","3.9","8.5","30.7","2.7","18.3","1","0.25"
"Tolo Harbour and Channel","TM4","1987-03-04","1","Surface Water","10","8.2","8.3","30.8","4","18.4","12","0.6"
"Tolo Harbour and Channel","TM4","1987-03-04","1","Middle Water","6.1","6.3","8.2","31.2","3","18.1","13","0.22"
"Tolo Harbour and Channel","TM4","1987-03-04","1","Bottom Water","0.8","5.2","8.1","31.6","4.8","18.2","7","0.21"
"Tolo Harbour and Channel","TM4","1987-03-18","1","Surface Water","2.3","6.8","8.2","25","3.9","20.3","4","0.53"
"Tolo Harbour and Channel","TM4","1987-03-18","1","Middle Water","1.3","6.5","8.2","30","3.4","20.1","3","0.19"
"Tolo Harbour and Channel","TM4","1987-03-18","1","Bottom Water","1.5","6.3","8.2","31.3","3.3","20.3","2.5","0.19"
"Tolo Harbour and Channel","TM4","1987-04-01","1","Surface Water","15","8.1","8.3","30.1","2.6","21.1","5.5","0.3"
